episode,mean,ci_lower,ci_upper
98,-499.46666666666664,-674.1583601761602,-324.7749731571731
99,-496.06666666666666,-630.7581387829787,-361.37519455035465
100,-472.2,-603.8141191858482,-340.5858808141518
101,-429.3333333333333,-551.7713700472989,-306.89529661936774
102,-485.73333333333335,-607.0659655637864,-364.4007011028803
103,-455.53333333333336,-561.810224108188,-349.2564425584788
104,-399.6,-519.0774730112566,-280.1225269887434
105,-433.93333333333334,-565.6907563650941,-302.17591030157257
106,-394.46666666666664,-504.4496416637761,-284.4836916695572
107,-378.4,-494.11413879537605,-262.6858612046239
108,-368.26666666666665,-489.63320738056876,-246.90012595276454
109,-425.06666666666666,-549.0169959565942,-301.11633737673907
110,-351.6666666666667,-453.9957147709363,-249.33761856239707
111,-391.73333333333335,-508.5470629657573,-274.9196037009094
112,-420.0,-570.328237820518,-269.671762179482
113,-386.8,-523.1153595558638,-250.48464044413618
114,-411.2,-552.5062223154616,-269.89377768453835
115,-458.93333333333334,-576.2837080028736,-341.5829586637931
116,-359.3333333333333,-468.15876942319306,-250.50789724347356
117,-354.2,-448.5978179936144,-259.8021820063856
118,-347.6666666666667,-467.58986340215756,-227.74346993117578
119,-375.53333333333336,-491.85982288891967,-259.20684377774705
120,-360.8,-461.9274235812313,-259.6725764187687
121,-403.53333333333336,-541.0166331413599,-266.05003352530684
122,-421.4,-534.5686189907196,-308.23138100928037
123,-369.73333333333335,-498.9546026918915,-240.5120639747752
124,-383.4,-504.60357139145873,-262.1964286085412
125,-372.46666666666664,-492.15902609186287,-252.7743072414704
126,-361.1333333333333,-470.03392584214555,-252.2327408245211
127,-326.1333333333333,-433.15641154179644,-219.1102551248702
128,-359.26666666666665,-493.34333368791215,-225.18999964542118
129,-345.2,-457.85137014583233,-232.54862985416764
130,-387.2,-519.2694483005059,-255.13055169949408
131,-389.4,-531.769209694918,-247.03079030508192
132,-391.4,-520.3181199049311,-262.4818800950688
133,-381.46666666666664,-533.2561067849997,-229.67722654833355
134,-368.0,-474.70659546001207,-261.29340453998793
135,-357.26666666666665,-479.4272773886599,-235.10605594467341
136,-360.26666666666665,-493.1447688655255,-227.3885644678078
137,-389.3333333333333,-547.5993833929765,-231.06728327369012
138,-384.6666666666667,-528.1714684219208,-241.16186491141252
139,-372.2,-505.3727589468323,-239.02724105316767
140,-385.6,-530.5077191373875,-240.69228086261245
141,-365.3333333333333,-526.9679119733884,-203.69875469327823
142,-383.0,-531.7102631682009,-234.28973683179913
143,-377.93333333333334,-516.6415812767268,-239.22508538993986
144,-366.06666666666666,-514.5132552670163,-217.62007806631692
145,-382.8666666666667,-520.798299322097,-244.93503401123633
146,-421.93333333333334,-584.3942500513529,-259.4724166153139
147,-348.6666666666667,-489.7828756692446,-207.55045766408878
148,-341.6666666666667,-446.08211575205684,-237.25121758127653
149,-364.06666666666666,-500.22753630570526,-227.9057970276281
150,-368.26666666666665,-498.16083079001635,-238.37250254331698
151,-303.93333333333334,-416.4837577205748,-191.38290894609193
152,-351.46666666666664,-478.48446180793076,-224.4488715254025
153,-307.8666666666667,-409.5414330581877,-206.19190027514566
154,-356.73333333333335,-457.0580166524522,-256.4086500142145
155,-345.1333333333333,-487.1367864302107,-203.129880236456
156,-311.6,-417.3738071202465,-205.82619287975353
157,-313.4,-406.26618902389725,-220.5338109761027
158,-309.8666666666667,-414.0926229725768,-205.64071036075657
159,-313.1333333333333,-428.85515438082695,-197.4115122858397
160,-269.1333333333333,-317.92324717139957,-220.3434194952671
161,-333.53333333333336,-459.541246276632,-207.52542039003472
162,-332.26666666666665,-426.88583968950553,-237.64749364382777
163,-307.73333333333335,-386.884652735359,-228.5820139313077
164,-371.73333333333335,-480.124065038244,-263.3426016284227
165,-264.53333333333336,-338.6257962990489,-190.44087036761783
166,-243.53333333333333,-308.5336283197865,-178.53303834688018
167,-324.3333333333333,-432.7365399553052,-215.93012671136142
168,-283.6,-364.69291660969327,-202.50708339030678
169,-341.4,-445.50842374200295,-237.29157625799704
170,-260.6666666666667,-333.55610483261876,-187.7772285007146
171,-263.0,-308.20311304914003,-217.79688695085997
172,-292.6666666666667,-397.0143974503483,-188.31893588298504
173,-288.8666666666667,-361.28520934964206,-216.4481239836913
174,-268.8,-316.5701321394679,-221.02986786053214
175,-276.0,-353.13119522245483,-198.86880477754517
176,-250.46666666666667,-303.55782669138614,-197.3755066419472
177,-252.6,-302.6802224773191,-202.5197775226809
178,-298.2,-406.62376400115323,-189.77623599884674
179,-217.8,-253.02391393736175,-182.57608606263827
180,-269.0,-340.07546041903475,-197.92453958096525
181,-262.6666666666667,-318.8890780356941,-206.44425529763922
182,-372.73333333333335,-506.2359810023479,-239.2306856643188
183,-285.93333333333334,-394.39744481918297,-177.4692218474837
184,-352.2,-482.2696194409406,-222.13038055905943
185,-283.6666666666667,-362.9617775635445,-204.3715557697889
186,-257.73333333333335,-341.66741358135585,-173.79925308531085
187,-297.8666666666667,-374.18984105829435,-221.543492275039
188,-284.8666666666667,-365.67718469421976,-204.0561486391136
189,-239.8,-290.64065203882944,-188.95934796117055
190,-211.06666666666666,-245.95367156300358,-176.17966177032974
191,-233.86666666666667,-297.3617577655797,-170.3715755677537
192,-233.6,-298.13420173520393,-169.06579826479606
193,-256.0,-318.3336154004313,-193.6663845995687
194,-300.93333333333334,-409.02783647846366,-192.83883018820302
195,-238.73333333333332,-282.13845826849547,-195.32820839817114
196,-205.6,-235.80904819273707,-175.39095180726292
197,-213.2,-268.5379735500155,-157.86202644998443
198,-291.6,-398.1486799325913,-185.05132006740877
199,-303.3333333333333,-417.11356704988265,-189.55309961678398
200,-196.66666666666666,-238.94522577873423,-154.3881075545991
201,-360.93333333333334,-499.7745792045854,-222.09208746208125
202,-218.46666666666667,-265.04190752717983,-171.8914258061535
203,-237.13333333333333,-309.4381478517881,-164.82851881487858
204,-212.93333333333334,-251.07164824648615,-174.79501842018053
205,-218.6,-251.0825874831424,-186.1174125168576
206,-273.26666666666665,-377.8981934365298,-168.63513989680348
207,-219.33333333333334,-255.57898855393006,-183.08767811273663
208,-217.46666666666667,-285.511480226011,-149.42185310732236
209,-210.86666666666667,-251.45370492456556,-170.2796284087678
210,-204.53333333333333,-258.1365735493805,-150.93009311728613
211,-240.8,-328.83059009331805,-152.76940990668197
212,-203.13333333333333,-242.98511006067542,-163.28155660599123
213,-243.6,-302.03176071509967,-185.16823928490032
214,-250.66666666666666,-319.6207100976467,-181.7126232356866
215,-181.0,-208.09183565414332,-153.90816434585668
216,-221.8,-276.5111803418643,-167.0888196581357
217,-208.0,-246.19894234719652,-169.80105765280348
218,-245.73333333333332,-321.9845754534408,-169.4820912132258
219,-210.93333333333334,-257.5919343074223,-164.27473235924435
220,-198.13333333333333,-225.8222546616539,-170.44441200501277
221,-258.26666666666665,-313.91209622415175,-202.62123710918155
222,-266.73333333333335,-383.2574485120919,-150.20921815457478
223,-192.53333333333333,-223.9742784967722,-161.09238816989446
224,-180.26666666666668,-202.00487747859194,-158.52845585474142
225,-264.6666666666667,-366.2747111892521,-163.05862214408128
226,-207.46666666666667,-285.1624481844509,-129.77088514888246
227,-217.6,-261.57192523316564,-173.62807476683435
228,-224.33333333333334,-295.9280949211396,-152.7385717455271
229,-212.46666666666667,-253.6699367619898,-171.26339657134355
230,-183.4,-212.37372389367073,-154.42627610632928
231,-214.13333333333333,-248.4366890210359,-179.82997764563075
232,-199.26666666666668,-226.18429600700242,-172.34903732633094
233,-264.8,-369.146836302784,-160.45316369721604
234,-215.2,-306.684808867435,-123.71519113256501
235,-212.33333333333334,-279.80408026308993,-144.86258640357676
236,-252.6,-365.82457801810426,-139.37542198189576
237,-205.0,-236.64724007626012,-173.35275992373988
238,-183.26666666666668,-208.2315013741181,-158.30183195921526
239,-251.93333333333334,-345.4164467862947,-158.45021988037192
240,-221.86666666666667,-282.9468322625032,-160.78650107083013
241,-184.33333333333334,-215.71165760934227,-152.95500905732442
242,-218.0,-284.21384260778774,-151.78615739221226
243,-216.4,-281.3698003335225,-151.4301996664775
244,-248.93333333333334,-356.85553111783474,-141.01113554883196
245,-262.06666666666666,-375.3361226396465,-148.79721069368685
246,-176.26666666666668,-206.97275876531006,-145.5605745680233
247,-216.73333333333332,-293.375647329174,-140.09101933749264
248,-213.73333333333332,-293.60358673897537,-133.86307992769127
249,-252.13333333333333,-364.73887161381504,-139.52779505285162
250,-181.46666666666667,-207.77117892625466,-155.16215440707867
251,-218.0,-290.1289468536885,-145.87105314631148
252,-180.13333333333333,-217.98693518592876,-142.2797314807379
253,-215.93333333333334,-324.7411647813261,-107.12550188534053
254,-216.6,-311.8881324862184,-121.31186751378159
255,-206.86666666666667,-254.5740908256116,-159.15924250772176
256,-220.66666666666666,-279.0223668408126,-162.31096649252075
257,-180.93333333333334,-218.76645208123188,-143.1002145854348
258,-199.73333333333332,-252.56646280058806,-146.90020386607858
259,-156.53333333333333,-179.85494802617742,-133.21171864048924
260,-239.46666666666667,-316.6865468350198,-162.24678649831355
261,-193.8,-250.2931103701052,-137.3068896298948
262,-184.66666666666666,-208.0437087505701,-161.28962458276322
263,-165.93333333333334,-187.68567723700733,-144.18098942965935
264,-240.33333333333334,-325.4104123756369,-155.2562542910298
265,-225.33333333333334,-276.81821089443355,-173.84845577223314
266,-196.33333333333334,-234.53927756737647,-158.1273890992902
267,-215.73333333333332,-313.68183132631674,-117.7848353403499
268,-244.46666666666667,-348.6070764213891,-140.32625691194426
269,-182.33333333333334,-222.28301504717226,-142.38365161949443
270,-180.26666666666668,-208.84264314212461,-151.69069019120874
271,-210.93333333333334,-278.53043859329193,-143.3362280733747
272,-205.33333333333334,-265.83261146799225,-144.83405519867443
273,-171.06666666666666,-188.83393823777408,-153.29939509555925
274,-185.8,-218.34895913270074,-153.25104086729928
275,-191.8,-233.76870134543387,-149.83129865456615
276,-158.8,-185.07875273887845,-132.52124726112157
277,-205.86666666666667,-295.4683484656978,-116.2649848676356
278,-172.73333333333332,-196.468289822148,-148.99837684451865
279,-167.4,-206.15265818323522,-128.6473418167648
280,-209.4,-263.7469041277115,-155.0530958722885
281,-175.33333333333334,-195.8231555150175,-154.84351115164918
282,-161.93333333333334,-185.05466369618546,-138.81200297048122
283,-189.06666666666666,-225.98385812679408,-152.14947520653925
284,-183.2,-214.03467559168482,-152.36532440831516
285,-182.13333333333333,-258.13683677227084,-106.12982989439578
286,-169.86666666666667,-197.4530377600835,-142.28029557324984
287,-217.4,-303.9533869562595,-130.8466130437405
288,-173.13333333333333,-211.2131362957865,-135.05353037088014
289,-170.26666666666668,-189.334570576796,-151.19876275653735
290,-216.73333333333332,-283.23855058208534,-150.2281160845813
291,-152.33333333333334,-169.4787386437732,-135.1879280228935
292,-177.0,-202.17902929909025,-151.82097070090975
293,-171.86666666666667,-193.02729858049648,-150.70603475283687
294,-214.8,-292.8626332416619,-136.73736675833808
295,-161.86666666666667,-177.61063544110124,-146.1226978922321
296,-170.0,-193.58234699468605,-146.41765300531395
297,-182.46666666666667,-216.55632870164817,-148.37700463168517
298,-197.6,-270.609770529095,-124.59022947090499
299,-165.73333333333332,-188.549893546704,-142.91677311996264
300,-171.26666666666668,-207.3162083739298,-135.21712495940355
301,-203.46666666666667,-282.9255096700545,-124.00782366327884
302,-176.73333333333332,-199.5341736973134,-153.93249296935323
303,-163.53333333333333,-186.2451897351076,-140.82147693155906
304,-169.2,-206.76488274025206,-131.63511725974791
305,-145.13333333333333,-165.84213815676085,-124.42452850990581
306,-161.46666666666667,-186.1144780884031,-136.81885524493023
307,-153.6,-172.16552170736568,-135.0344782926343
308,-134.4,-154.631656356644,-114.16834364335601
309,-167.26666666666668,-200.62045206525096,-133.9128812680824
310,-165.6,-186.99009741393849,-144.2099025860615
311,-182.26666666666668,-222.91070784223731,-141.62262549109604
312,-148.13333333333333,-160.43248444646727,-135.83418222019938
313,-142.73333333333332,-171.3606475856991,-114.10601908096756
314,-147.53333333333333,-169.69731720841352,-125.36934945825314
315,-147.13333333333333,-170.40437822925813,-123.86228843740852
316,-161.66666666666666,-196.24999720053535,-127.08333613279797
317,-150.26666666666668,-172.07466844922686,-128.4586648841065
318,-163.13333333333333,-192.96019558670287,-133.30647107996379
319,-146.2,-162.72424533022107,-129.6757546697789
320,-144.8,-164.14943483986607,-125.45056516013396
321,-155.46666666666667,-179.8098818631789,-131.12345147015444
322,-155.86666666666667,-178.48662288760215,-133.2467104457312
323,-142.0,-159.82438938333902,-124.17561061666098
324,-178.06666666666666,-220.6152593679448,-135.51807396538854
325,-154.4,-176.51534780895636,-132.28465219104365
326,-149.93333333333334,-170.21864772503972,-129.64801894162696
327,-146.0,-170.16520944572085,-121.83479055427917
328,-146.13333333333333,-162.9420311311777,-129.32463553548894
329,-147.6,-163.2721580390194,-131.9278419609806
330,-170.6,-213.31493133476084,-127.88506866523915
331,-174.0,-212.79853981215732,-135.20146018784268
332,-166.33333333333334,-197.32953052899902,-135.33713613766767
333,-156.26666666666668,-177.53963876151388,-134.99369457181947
334,-166.73333333333332,-196.0687808854243,-137.39788578124234
335,-146.86666666666667,-166.27395871811916,-127.4593746152142
336,-146.93333333333334,-161.554538253028,-132.31212841363867
337,-159.06666666666666,-181.41675342695896,-136.71657990637436
338,-176.66666666666666,-229.71593867898588,-123.61739465434742
339,-169.86666666666667,-204.1993758113703,-135.53395752196306
340,-173.26666666666668,-211.36870220828592,-135.16463112504744
341,-135.73333333333332,-149.61166712594903,-121.85499954071761
342,-155.6,-179.83350636893746,-131.36649363106253
343,-149.53333333333333,-166.83556054684976,-132.2311061198169
344,-163.73333333333332,-186.23037439243296,-141.23629227423368
345,-162.33333333333334,-178.33631068594332,-146.33035598072337
346,-149.46666666666667,-166.3786556781912,-132.55467765514214
347,-178.33333333333334,-222.68756185946316,-133.97910480720353
348,-152.33333333333334,-178.4448798072452,-126.22178685942148
349,-157.66666666666666,-178.4041431801711,-136.9291901531622
350,-167.33333333333334,-191.81837469270968,-142.848291973957
351,-149.33333333333334,-166.4458449527867,-132.22082171387999
352,-158.73333333333332,-187.78160407883044,-129.6850625878362
353,-195.2,-253.06223346459336,-137.33776653540662
354,-152.86666666666667,-177.43538227306638,-128.29795106026697
355,-157.8,-174.1351103033381,-141.4648896966619
356,-189.26666666666668,-274.3182146202678,-104.2151187130656
357,-164.33333333333334,-204.90514045400568,-123.76152621266102
358,-160.86666666666667,-187.4006024364886,-134.33273089684474
359,-214.46666666666667,-324.3365686815969,-104.59676465173646
360,-153.6,-170.82898345618025,-136.37101654381974
361,-142.8,-156.87104674934395,-128.72895325065608
362,-183.8,-257.473338359726,-110.12666164027405
363,-154.2,-179.1817444315733,-129.21825556842668
364,-152.2,-171.59350423208758,-132.8064957679124
365,-136.2,-150.07431440388237,-122.32568559611762
366,-170.46666666666667,-213.1332318109903,-127.80010152234301
367,-154.86666666666667,-172.35830880713965,-137.3750245261937
368,-140.13333333333333,-158.5567464051508,-121.70992026151586
369,-151.86666666666667,-189.08482135095622,-114.64851198237713
370,-159.06666666666666,-191.4379807094926,-126.69535262384073
371,-153.8,-179.65760946585917,-127.94239053414086
372,-152.66666666666666,-169.68312601027256,-135.65020732306076
373,-171.33333333333334,-224.9683525624126,-117.69831410425408
374,-165.93333333333334,-188.88716896471732,-142.97949770194936
375,-222.4,-328.6328518211031,-116.16714817889691
376,-152.06666666666666,-163.54373324762295,-140.58960008571037
377,-189.33333333333334,-244.4606280180833,-134.2060386485834
378,-157.33333333333334,-172.79254931652002,-141.87411735014666
379,-166.4,-188.17535595422802,-144.624644045772
380,-167.2,-187.19857495367552,-147.20142504632446
381,-269.8,-407.9405874131294,-131.65941258687062
382,-214.86666666666667,-297.6627143977117,-132.07061893562167
383,-275.3333333333333,-416.46805273029554,-134.19861393637112
384,-211.53333333333333,-318.8912274585098,-104.17543920815689
385,-154.0,-169.70393728407694,-138.29606271592306
386,-193.6,-294.1161858267391,-93.08381417326085
387,-159.66666666666666,-177.3734866124557,-141.9598467208776
388,-155.06666666666666,-178.54486458098077,-131.58846875235255
389,-146.26666666666668,-161.5445748267568,-130.98875850657657
390,-167.86666666666667,-196.10147282843434,-139.631860504899
391,-154.86666666666667,-166.8308632498678,-142.90247008346554
392,-160.4,-184.4126798504457,-136.3873201495543
393,-143.33333333333334,-163.1892214757944,-123.47744519087227
394,-154.26666666666668,-180.59881528924365,-127.93451804408973
395,-187.0,-249.15559383783034,-124.84440616216966
396,-179.13333333333333,-250.2097225986343,-108.05694406803234
397,-168.06666666666666,-216.86623802604706,-119.26709530728627
398,-142.06666666666666,-159.37836453491406,-124.75496879841927
399,-208.4,-293.87913326030707,-122.92086673969294
400,-158.66666666666666,-181.2290330253557,-136.1043003079776
401,-251.8,-386.86638595298245,-116.7336140470176
402,-184.26666666666668,-243.23729238992482,-125.29604094340854
403,-202.26666666666668,-311.12689571277133,-93.40643762056203
404,-198.6,-307.82495368448446,-89.37504631551552
405,-150.93333333333334,-164.31052013164924,-137.55614653501743
406,-244.6,-381.50048373520576,-107.69951626479425
407,-136.93333333333334,-150.68188436702144,-123.18478229964525
408,-239.06666666666666,-359.31258650122595,-118.82074683210735
409,-145.0,-167.53535990886814,-122.46464009113184
410,-134.06666666666666,-148.46310546911334,-119.67022786421998
411,-192.93333333333334,-274.47361897568953,-111.39304769097717
412,-141.73333333333332,-164.51469599800419,-118.95197066866247
413,-153.4,-174.30813661499062,-132.4918633850094
414,-137.13333333333333,-150.43294929659973,-123.83371737006694
415,-190.13333333333333,-287.17317181385596,-93.09349485281068
416,-155.86666666666667,-199.87975706149925,-111.8535762718341
417,-140.13333333333333,-154.01338936481378,-126.25327730185288
418,-151.73333333333332,-166.95189625181231,-136.51477041485433
419,-152.13333333333333,-169.69997520217518,-134.56669146449147
420,-157.0,-180.53016076820933,-133.46983923179067
421,-212.46666666666667,-320.23631076974283,-104.6970225635905
422,-154.06666666666666,-171.8089354797874,-136.32439785354592
423,-153.0,-169.0629676516445,-136.9370323483555
424,-165.73333333333332,-220.5935638466147,-110.87310282005194
425,-145.2,-156.90936655275024,-133.49063344724973
426,-197.06666666666666,-307.56362077437717,-86.56971255895616
427,-160.6,-193.06996994557687,-128.13003005442312
428,-137.06666666666666,-154.2863983839384,-119.8469349493949
429,-134.46666666666667,-150.10727199359033,-118.82606133974302
430,-130.4,-144.44627162235193,-116.35372837764808
431,-150.06666666666666,-169.20785417114197,-130.92547916219135
432,-129.2,-144.63438295062898,-113.765617049371
433,-149.26666666666668,-193.0641634136693,-105.46916991966407
434,-129.73333333333332,-145.14365574590013,-114.3230109207665
435,-141.4,-155.62143248918494,-127.17856751081509
436,-147.33333333333334,-174.2409389110492,-120.42572775561747
437,-136.66666666666666,-151.4136798834104,-121.9196534499229
438,-159.93333333333334,-206.58351716021104,-113.28314950645564
439,-193.66666666666666,-302.2253742437874,-85.1079590895459
440,-126.93333333333334,-140.6009250895578,-113.26574157710888
441,-153.33333333333334,-196.73381638918747,-109.93285027747922
442,-173.33333333333334,-224.96689673860226,-121.69976992806443
443,-146.46666666666667,-170.67061076889314,-122.2627225644402
444,-206.93333333333334,-315.71652605257924,-98.15014061408745
445,-144.46666666666667,-158.15597752884966,-130.77735580448368
446,-175.0,-236.995240304756,-113.00475969524399
447,-141.66666666666666,-161.86104394058827,-121.47228939274505
448,-142.2,-158.76758525152854,-125.63241474847143
449,-128.6,-146.06324681024566,-111.13675318975433
450,-192.33333333333334,-302.35864970356863,-82.30801696309804
451,-130.8,-147.19041332812162,-114.4095866718784
452,-146.6,-175.86338272843915,-117.33661727156084
453,-136.53333333333333,-155.1007555529491,-117.96591111371757
454,-125.2,-141.3954994900847,-109.00450050991532
455,-125.86666666666666,-141.22193671000045,-110.51139662333289
456,-178.0,-261.4660373991189,-94.53396260088113
457,-163.0,-236.02618537970548,-89.97381462029452
458,-131.4,-145.593792596296,-117.20620740370403
459,-135.13333333333333,-155.45850428227502,-114.80816238439162
460,-136.73333333333332,-152.87420186198628,-120.59246480468036
461,-188.2,-298.9992004592091,-77.40079954079091
462,-192.13333333333333,-302.4641173597395,-81.80254930692718
463,-131.53333333333333,-146.32797013535398,-116.73869653131268
464,-157.66666666666666,-200.27909480334648,-115.05423852998682
465,-180.46666666666667,-267.9672693407393,-92.96606399259406
466,-200.13333333333333,-309.14377542589074,-91.1228912407759
467,-147.46666666666667,-158.47352698665364,-136.4598063466797
468,-127.2,-140.065458844864,-114.33454115513602
469,-201.13333333333333,-314.4268140670912,-87.83985259957544
470,-144.4,-170.82944507426015,-117.97055492573988
471,-180.93333333333334,-265.234392683296,-96.6322739833707
472,-153.93333333333334,-188.7458696125617,-119.12079705410495
473,-145.33333333333334,-165.70448597986143,-124.96218068680525
474,-189.13333333333333,-280.3478141226206,-97.91885254404605
475,-152.6,-181.55250186541167,-123.64749813458832
476,-165.4,-198.80255081144418,-131.99744918855583
477,-129.33333333333334,-143.38187377683113,-115.28479288983557
478,-158.4,-179.48783503560497,-137.31216496439504
479,-129.26666666666668,-143.37923126442587,-115.15410206890749
480,-209.26666666666668,-316.69842354192076,-101.8349097914126
481,-129.4,-142.4846862417272,-116.31531375827282
482,-145.73333333333332,-161.87631731927502,-129.59034934739162
483,-129.73333333333332,-144.34519334016542,-115.12147332650122
484,-141.06666666666666,-166.27853955697447,-115.85479377635886
485,-133.93333333333334,-148.65462142512345,-119.21204524154322
486,-136.13333333333333,-149.71621556278888,-122.55045110387778
487,-125.93333333333334,-141.17543804266958,-110.69122862399709
488,-131.0,-147.85853210955474,-114.14146789044524
489,-126.13333333333334,-145.53622608139008,-106.7304405852766
490,-132.93333333333334,-153.85997157196044,-112.00669509470623
491,-131.0,-148.59396462174206,-113.40603537825794
492,-141.26666666666668,-172.6432496895612,-109.89008364377216
493,-125.6,-143.34932443910031,-107.85067556089966
494,-144.6,-164.10989421464572,-125.09010578535427
495,-137.66666666666666,-162.04058282794523,-113.29275050538809
496,-138.26666666666668,-158.83948220274442,-117.69385113058894
497,-144.0,-174.4786827361901,-113.52131726380989
498,-148.8,-177.13159491451196,-120.46840508548804
499,-129.53333333333333,-145.87436547445088,-113.19230119221578
500,-149.93333333333334,-181.9514485317528,-117.91521813491389
501,-136.0,-150.07808269774137,-121.92191730225865
502,-143.0,-163.35550144582814,-122.64449855417188
503,-144.86666666666667,-171.25801255237812,-118.47532078095522
504,-164.53333333333333,-192.63600423631837,-136.4306624303483
505,-160.06666666666666,-190.35736830509273,-129.7759650282406
506,-148.0,-174.5494602916477,-121.4505397083523
507,-134.46666666666667,-147.08377215852147,-121.84956117481187
508,-138.33333333333334,-153.37268257063351,-123.29398409603317
509,-148.2,-178.31133880487917,-118.08866119512082
510,-149.86666666666667,-171.98515385356617,-127.74817947976719
511,-172.2,-215.23724422404388,-129.1627557759561
